Printing Modifier Definitions:
Tag: none, Categories: none
Tag: state_kissi_standard_of_living_add, Categories: state
Tag: state_kru_standard_of_living_add, Categories: state
Tag: state_mande_standard_of_living_add, Categories: state
Tag: state_bidan_standard_of_living_add, Categories: state
Tag: state_mossi_standard_of_living_add, Categories: state
Tag: state_senufo_standard_of_living_add, Categories: state
Tag: state_songhai_standard_of_living_add, Categories: state
Tag: state_tiv_standard_of_living_add, Categories: state
Tag: state_tuareg_standard_of_living_add, Categories: state
Tag: state_wolof_standard_of_living_add, Categories: state
Tag: state_yoruba_standard_of_living_add, Categories: state
Tag: state_bakongo_standard_of_living_add, Categories: state
Tag: state_baguirmi_standard_of_living_add, Categories: state
Tag: state_fang_standard_of_living_add, Categories: state
Tag: state_kanuri_standard_of_living_add, Categories: state
Tag: state_luba_standard_of_living_add, Categories: state
Tag: state_lunda_standard_of_living_add, Categories: state
Tag: state_mongo_standard_of_living_add, Categories: state
Tag: state_sara_standard_of_living_add, Categories: state
Tag: state_teda_standard_of_living_add, Categories: state
Tag: state_equatorial_bantu_standard_of_living_add, Categories: state
Tag: state_fluvian_bantu_standard_of_living_add, Categories: state
Tag: state_nilotic_standard_of_living_add, Categories: state
Tag: state_amhara_standard_of_living_add, Categories: state
Tag: state_afar_standard_of_living_add, Categories: state
Tag: state_azande_standard_of_living_add, Categories: state
Tag: state_baganda_standard_of_living_add, Categories: state
Tag: state_beja_standard_of_living_add, Categories: state
Tag: state_dinka_standard_of_living_add, Categories: state
Tag: state_fur_standard_of_living_add, Categories: state
Tag: state_kikuyu_standard_of_living_add, Categories: state
Tag: state_luo_standard_of_living_add, Categories: state
Tag: state_maasai_standard_of_living_add, Categories: state
Tag: state_nuer_standard_of_living_add, Categories: state
Tag: state_nuba_standard_of_living_add, Categories: state
Tag: state_oromo_standard_of_living_add, Categories: state
Tag: state_ruanda_standard_of_living_add, Categories: state
Tag: state_rundi_standard_of_living_add, Categories: state
Tag: state_sidama_standard_of_living_add, Categories: state
Tag: state_somali_standard_of_living_add, Categories: state
Tag: state_sudanese_standard_of_living_add, Categories: state
Tag: state_sukuma_standard_of_living_add, Categories: state
Tag: state_swahili_standard_of_living_add, Categories: state
Tag: state_tigray_standard_of_living_add, Categories: state
Tag: state_unyamwezi_standard_of_living_add, Categories: state
Tag: state_lacustrine_bantu_standard_of_living_add, Categories: state
Tag: state_chewa_standard_of_living_add, Categories: state
Tag: state_herero_standard_of_living_add, Categories: state
Tag: state_khoisan_standard_of_living_add, Categories: state
Tag: state_lomwe_standard_of_living_add, Categories: state
Tag: state_makua_standard_of_living_add, Categories: state
Tag: state_nguni_standard_of_living_add, Categories: state
Tag: state_ovimbundu_standard_of_living_add, Categories: state
Tag: state_sena_standard_of_living_add, Categories: state
Tag: state_shona_standard_of_living_add, Categories: state
Tag: state_sotho_standard_of_living_add, Categories: state
Tag: state_tonga_standard_of_living_add, Categories: state
Tag: state_tswana_standard_of_living_add, Categories: state
Tag: state_xhosa_standard_of_living_add, Categories: state
Tag: state_yao_standard_of_living_add, Categories: state
Tag: state_zulu_standard_of_living_add, Categories: state
Tag: state_kavango_bantu_standard_of_living_add, Categories: state
Tag: state_anglo_canadian_standard_of_living_add, Categories: state
Tag: state_franco_canadian_standard_of_living_add, Categories: state
Tag: state_sorb_standard_of_living_add, Categories: state
Tag: state_tuvan_standard_of_living_add, Categories: state
Tag: state_corsican_standard_of_living_add, Categories: state
Tag: state_yemenite_standard_of_living_add, Categories: state
Tag: country_institution_colonial_affairs_max_investment_add, Categories: country
Tag: country_institution_social_security_max_investment_add, Categories: country
Tag: country_institution_workplace_safety_max_investment_add, Categories: country
Tag: country_institution_schools_max_investment_add, Categories: country
Tag: country_institution_police_max_investment_add, Categories: country
Tag: country_institution_health_system_max_investment_add, Categories: country
Tag: country_institution_home_affairs_max_investment_add, Categories: country
Tag: country_academics_pol_str_mult, Categories: country
Tag: country_academics_voting_power_add, Categories: country
Tag: state_academics_mortality_mult, Categories: state
Tag: state_academics_dependent_wage_mult, Categories: state
Tag: building_employment_academics_add, Categories: building
Tag: building_employment_academics_mult, Categories: building
Tag: building_academics_fertility_mult, Categories: building
Tag: building_academics_mortality_mult, Categories: building
Tag: state_academics_investment_pool_contribution_add, Categories: state
Tag: state_academics_investment_pool_efficiency_mult, Categories: state
Tag: building_academics_shares_add, Categories: building
Tag: building_academics_shares_mult, Categories: building
Tag: country_aristocrats_pol_str_mult, Categories: country
Tag: country_aristocrats_voting_power_add, Categories: country
Tag: state_aristocrats_mortality_mult, Categories: state
Tag: state_aristocrats_dependent_wage_mult, Categories: state
Tag: building_employment_aristocrats_add, Categories: building
Tag: building_employment_aristocrats_mult, Categories: building
Tag: building_aristocrats_fertility_mult, Categories: building
Tag: building_aristocrats_mortality_mult, Categories: building
Tag: state_aristocrats_investment_pool_contribution_add, Categories: state
Tag: state_aristocrats_investment_pool_efficiency_mult, Categories: state
Tag: building_aristocrats_shares_add, Categories: building
Tag: building_aristocrats_shares_mult, Categories: building
Tag: country_bureaucrats_pol_str_mult, Categories: country
Tag: country_bureaucrats_voting_power_add, Categories: country
Tag: state_bureaucrats_mortality_mult, Categories: state
Tag: state_bureaucrats_dependent_wage_mult, Categories: state
Tag: building_employment_bureaucrats_add, Categories: building
Tag: building_employment_bureaucrats_mult, Categories: building
Tag: building_bureaucrats_fertility_mult, Categories: building
Tag: building_bureaucrats_mortality_mult, Categories: building
Tag: state_bureaucrats_investment_pool_contribution_add, Categories: state
Tag: state_bureaucrats_investment_pool_efficiency_mult, Categories: state
Tag: building_bureaucrats_shares_add, Categories: building
Tag: building_bureaucrats_shares_mult, Categories: building
Tag: country_capitalists_pol_str_mult, Categories: country
Tag: country_capitalists_voting_power_add, Categories: country
Tag: state_capitalists_mortality_mult, Categories: state
Tag: state_capitalists_dependent_wage_mult, Categories: state
Tag: building_employment_capitalists_add, Categories: building
Tag: building_employment_capitalists_mult, Categories: building
Tag: building_capitalists_fertility_mult, Categories: building
Tag: building_capitalists_mortality_mult, Categories: building
Tag: state_capitalists_investment_pool_contribution_add, Categories: state
Tag: state_capitalists_investment_pool_efficiency_mult, Categories: state
Tag: building_capitalists_shares_add, Categories: building
Tag: building_capitalists_shares_mult, Categories: building
Tag: country_clergymen_pol_str_mult, Categories: country
Tag: country_clergymen_voting_power_add, Categories: country
Tag: state_clergymen_mortality_mult, Categories: state
Tag: state_clergymen_dependent_wage_mult, Categories: state
Tag: building_employment_clergymen_add, Categories: building
Tag: building_employment_clergymen_mult, Categories: building
Tag: building_clergymen_fertility_mult, Categories: building
Tag: building_clergymen_mortality_mult, Categories: building
Tag: state_clergymen_investment_pool_contribution_add, Categories: state
Tag: state_clergymen_investment_pool_efficiency_mult, Categories: state
Tag: building_clergymen_shares_add, Categories: building
Tag: building_clergymen_shares_mult, Categories: building
Tag: country_clerks_pol_str_mult, Categories: country
Tag: country_clerks_voting_power_add, Categories: country
Tag: state_clerks_mortality_mult, Categories: state
Tag: state_clerks_dependent_wage_mult, Categories: state
Tag: building_employment_clerks_add, Categories: building
Tag: building_employment_clerks_mult, Categories: building
Tag: building_clerks_fertility_mult, Categories: building
Tag: building_clerks_mortality_mult, Categories: building
Tag: state_clerks_investment_pool_contribution_add, Categories: state
Tag: state_clerks_investment_pool_efficiency_mult, Categories: state
Tag: building_clerks_shares_add, Categories: building
Tag: building_clerks_shares_mult, Categories: building
Tag: country_engineers_pol_str_mult, Categories: country
Tag: country_engineers_voting_power_add, Categories: country
Tag: state_engineers_mortality_mult, Categories: state
Tag: state_engineers_dependent_wage_mult, Categories: state
Tag: building_employment_engineers_add, Categories: building
Tag: building_employment_engineers_mult, Categories: building
Tag: building_engineers_fertility_mult, Categories: building
Tag: building_engineers_mortality_mult, Categories: building
Tag: state_engineers_investment_pool_contribution_add, Categories: state
Tag: state_engineers_investment_pool_efficiency_mult, Categories: state
Tag: building_engineers_shares_add, Categories: building
Tag: building_engineers_shares_mult, Categories: building
Tag: country_farmers_pol_str_mult, Categories: country
Tag: country_farmers_voting_power_add, Categories: country
Tag: state_farmers_mortality_mult, Categories: state
Tag: state_farmers_dependent_wage_mult, Categories: state
Tag: building_employment_farmers_add, Categories: building
Tag: building_employment_farmers_mult, Categories: building
Tag: building_farmers_fertility_mult, Categories: building
Tag: building_farmers_mortality_mult, Categories: building
Tag: state_farmers_investment_pool_contribution_add, Categories: state
Tag: state_farmers_investment_pool_efficiency_mult, Categories: state
Tag: building_farmers_shares_add, Categories: building
Tag: building_farmers_shares_mult, Categories: building
Tag: country_laborers_pol_str_mult, Categories: country
Tag: country_laborers_voting_power_add, Categories: country
Tag: state_laborers_mortality_mult, Categories: state
Tag: state_laborers_dependent_wage_mult, Categories: state
Tag: building_employment_laborers_add, Categories: building
Tag: building_employment_laborers_mult, Categories: building
Tag: building_laborers_fertility_mult, Categories: building
Tag: building_laborers_mortality_mult, Categories: building
Tag: state_laborers_investment_pool_contribution_add, Categories: state
Tag: state_laborers_investment_pool_efficiency_mult, Categories: state
Tag: building_laborers_shares_add, Categories: building
Tag: building_laborers_shares_mult, Categories: building
Tag: country_machinists_pol_str_mult, Categories: country
Tag: country_machinists_voting_power_add, Categories: country
Tag: state_machinists_mortality_mult, Categories: state
Tag: state_machinists_dependent_wage_mult, Categories: state
Tag: building_employment_machinists_add, Categories: building
Tag: building_employment_machinists_mult, Categories: building
Tag: building_machinists_fertility_mult, Categories: building
Tag: building_machinists_mortality_mult, Categories: building
Tag: state_machinists_investment_pool_contribution_add, Categories: state
Tag: state_machinists_investment_pool_efficiency_mult, Categories: state
Tag: building_machinists_shares_add, Categories: building
Tag: building_machinists_shares_mult, Categories: building
Tag: country_officers_pol_str_mult, Categories: country
Tag: country_officers_voting_power_add, Categories: country
Tag: state_officers_mortality_mult, Categories: state
Tag: state_officers_dependent_wage_mult, Categories: state
Tag: building_employment_officers_add, Categories: building
Tag: building_employment_officers_mult, Categories: building
Tag: building_officers_fertility_mult, Categories: building
Tag: building_officers_mortality_mult, Categories: building
Tag: state_officers_investment_pool_contribution_add, Categories: state
Tag: state_officers_investment_pool_efficiency_mult, Categories: state
Tag: building_officers_shares_add, Categories: building
Tag: building_officers_shares_mult, Categories: building
Tag: country_peasants_pol_str_mult, Categories: country
Tag: country_peasants_voting_power_add, Categories: country
Tag: state_peasants_mortality_mult, Categories: state
Tag: state_peasants_dependent_wage_mult, Categories: state
Tag: building_employment_peasants_add, Categories: building
Tag: building_employment_peasants_mult, Categories: building
Tag: building_peasants_fertility_mult, Categories: building
Tag: building_peasants_mortality_mult, Categories: building
Tag: state_peasants_investment_pool_contribution_add, Categories: state
Tag: state_peasants_investment_pool_efficiency_mult, Categories: state
Tag: building_peasants_shares_add, Categories: building
Tag: building_peasants_shares_mult, Categories: building
Tag: country_shopkeepers_pol_str_mult, Categories: country
Tag: country_shopkeepers_voting_power_add, Categories: country
Tag: state_shopkeepers_mortality_mult, Categories: state
Tag: state_shopkeepers_dependent_wage_mult, Categories: state
Tag: building_employment_shopkeepers_add, Categories: building
Tag: building_employment_shopkeepers_mult, Categories: building
Tag: building_shopkeepers_fertility_mult, Categories: building
Tag: building_shopkeepers_mortality_mult, Categories: building
Tag: state_shopkeepers_investment_pool_contribution_add, Categories: state
Tag: state_shopkeepers_investment_pool_efficiency_mult, Categories: state
Tag: building_shopkeepers_shares_add, Categories: building
Tag: building_shopkeepers_shares_mult, Categories: building
Tag: country_slaves_pol_str_mult, Categories: country
Tag: country_slaves_voting_power_add, Categories: country
Tag: state_slaves_mortality_mult, Categories: state
Tag: state_slaves_dependent_wage_mult, Categories: state
Tag: building_employment_slaves_add, Categories: building
Tag: building_employment_slaves_mult, Categories: building
Tag: building_slaves_fertility_mult, Categories: building
Tag: building_slaves_mortality_mult, Categories: building
Tag: state_slaves_investment_pool_contribution_add, Categories: state
Tag: state_slaves_investment_pool_efficiency_mult, Categories: state
Tag: building_slaves_shares_add, Categories: building
Tag: building_slaves_shares_mult, Categories: building
Tag: country_soldiers_pol_str_mult, Categories: country
Tag: country_soldiers_voting_power_add, Categories: country
Tag: state_soldiers_mortality_mult, Categories: state
Tag: state_soldiers_dependent_wage_mult, Categories: state
Tag: building_employment_soldiers_add, Categories: building
Tag: building_employment_soldiers_mult, Categories: building
Tag: building_soldiers_fertility_mult, Categories: building
Tag: building_soldiers_mortality_mult, Categories: building
Tag: state_soldiers_investment_pool_contribution_add, Categories: state
Tag: state_soldiers_investment_pool_efficiency_mult, Categories: state
Tag: building_soldiers_shares_add, Categories: building
Tag: building_soldiers_shares_mult, Categories: building
Tag: building_group_bg_manufacturing_unincorporated_throughput_add, Categories: building
Tag: building_group_bg_manufacturing_fertility_mult, Categories: building
Tag: building_group_bg_manufacturing_academics_fertility_mult, Categories: building
Tag: building_group_bg_manufacturing_academics_mortality_mult, Categories: building
Tag: building_group_bg_manufacturing_academics_standard_of_living_add, Categories: building
Tag: building_group_bg_manufacturing_aristocrats_fertility_mult, Categories: building
Tag: building_group_bg_manufacturing_aristocrats_mortality_mult, Categories: building
Tag: building_group_bg_manufacturing_aristocrats_standard_of_living_add, Categories: building
Tag: building_group_bg_manufacturing_bureaucrats_fertility_mult, Categories: building
Tag: building_group_bg_manufacturing_bureaucrats_mortality_mult, Categories: building
Tag: building_group_bg_manufacturing_bureaucrats_standard_of_living_add, Categories: building
Tag: building_group_bg_manufacturing_capitalists_fertility_mult, Categories: building
Tag: building_group_bg_manufacturing_capitalists_mortality_mult, Categories: building
Tag: building_group_bg_manufacturing_capitalists_standard_of_living_add, Categories: building
Tag: building_group_bg_manufacturing_clergymen_fertility_mult, Categories: building
Tag: building_group_bg_manufacturing_clergymen_mortality_mult, Categories: building
Tag: building_group_bg_manufacturing_clergymen_standard_of_living_add, Categories: building
Tag: building_group_bg_manufacturing_clerks_fertility_mult, Categories: building
Tag: building_group_bg_manufacturing_clerks_mortality_mult, Categories: building
Tag: building_group_bg_manufacturing_clerks_standard_of_living_add, Categories: building
Tag: building_group_bg_manufacturing_engineers_fertility_mult, Categories: building
Tag: building_group_bg_manufacturing_farmers_fertility_mult, Categories: building
Tag: building_group_bg_manufacturing_farmers_mortality_mult, Categories: building
Tag: building_group_bg_manufacturing_farmers_standard_of_living_add, Categories: building
Tag: building_group_bg_manufacturing_laborers_fertility_mult, Categories: building
Tag: building_group_bg_manufacturing_machinists_fertility_mult, Categories: building
Tag: building_group_bg_manufacturing_officers_fertility_mult, Categories: building
Tag: building_group_bg_manufacturing_officers_mortality_mult, Categories: building
Tag: building_group_bg_manufacturing_officers_standard_of_living_add, Categories: building
Tag: building_group_bg_manufacturing_peasants_fertility_mult, Categories: building
Tag: building_group_bg_manufacturing_peasants_mortality_mult, Categories: building
Tag: building_group_bg_manufacturing_peasants_standard_of_living_add, Categories: building
Tag: building_group_bg_manufacturing_shopkeepers_fertility_mult, Categories: building
Tag: building_group_bg_manufacturing_shopkeepers_mortality_mult, Categories: building
Tag: building_group_bg_manufacturing_shopkeepers_standard_of_living_add, Categories: building
Tag: building_group_bg_manufacturing_slaves_fertility_mult, Categories: building
Tag: building_group_bg_manufacturing_slaves_mortality_mult, Categories: building
Tag: building_group_bg_manufacturing_slaves_standard_of_living_add, Categories: building
Tag: building_group_bg_manufacturing_soldiers_fertility_mult, Categories: building
Tag: building_group_bg_manufacturing_soldiers_mortality_mult, Categories: building
Tag: building_group_bg_manufacturing_soldiers_standard_of_living_add, Categories: building
Tag: building_group_bg_light_industry_throughput_add, Categories: building
Tag: building_group_bg_light_industry_unincorporated_throughput_add, Categories: building
Tag: building_group_bg_light_industry_fertility_mult, Categories: building
Tag: building_group_bg_light_industry_employee_mult, Categories: building
Tag: building_group_bg_light_industry_mortality_mult, Categories: building
Tag: building_group_bg_light_industry_tax_mult, Categories: building
Tag: building_group_bg_light_industry_standard_of_living_add, Categories: building
Tag: country_subsidies_bg_light_industry, Categories: country
Tag: building_group_bg_light_industry_academics_fertility_mult, Categories: building
Tag: building_group_bg_light_industry_academics_mortality_mult, Categories: building
Tag: building_group_bg_light_industry_academics_standard_of_living_add, Categories: building
Tag: building_group_bg_light_industry_aristocrats_fertility_mult, Categories: building
Tag: building_group_bg_light_industry_aristocrats_mortality_mult, Categories: building
Tag: building_group_bg_light_industry_aristocrats_standard_of_living_add, Categories: building
Tag: building_group_bg_light_industry_bureaucrats_fertility_mult, Categories: building
Tag: building_group_bg_light_industry_bureaucrats_mortality_mult, Categories: building
Tag: building_group_bg_light_industry_bureaucrats_standard_of_living_add, Categories: building
Tag: building_group_bg_light_industry_capitalists_fertility_mult, Categories: building
Tag: building_group_bg_light_industry_capitalists_mortality_mult, Categories: building
Tag: building_group_bg_light_industry_capitalists_standard_of_living_add, Categories: building
Tag: building_group_bg_light_industry_clergymen_fertility_mult, Categories: building
Tag: building_group_bg_light_industry_clergymen_mortality_mult, Categories: building
Tag: building_group_bg_light_industry_clergymen_standard_of_living_add, Categories: building
Tag: building_group_bg_light_industry_clerks_fertility_mult, Categories: building
Tag: building_group_bg_light_industry_clerks_mortality_mult, Categories: building
Tag: building_group_bg_light_industry_clerks_standard_of_living_add, Categories: building
Tag: building_group_bg_light_industry_engineers_fertility_mult, Categories: building
Tag: building_group_bg_light_industry_engineers_mortality_mult, Categories: building
Tag: building_group_bg_light_industry_engineers_standard_of_living_add, Categories: building
Tag: building_group_bg_light_industry_farmers_fertility_mult, Categories: building
Tag: building_group_bg_light_industry_farmers_mortality_mult, Categories: building
Tag: building_group_bg_light_industry_farmers_standard_of_living_add, Categories: building
Tag: building_group_bg_light_industry_laborers_fertility_mult, Categories: building
Tag: building_group_bg_light_industry_laborers_mortality_mult, Categories: building
Tag: building_group_bg_light_industry_laborers_standard_of_living_add, Categories: building
Tag: building_group_bg_light_industry_machinists_fertility_mult, Categories: building
Tag: building_group_bg_light_industry_machinists_mortality_mult, Categories: building
Tag: building_group_bg_light_industry_machinists_standard_of_living_add, Categories: building
Tag: building_group_bg_light_industry_officers_fertility_mult, Categories: building
Tag: building_group_bg_light_industry_officers_mortality_mult, Categories: building
Tag: building_group_bg_light_industry_officers_standard_of_living_add, Categories: building
Tag: building_group_bg_light_industry_peasants_fertility_mult, Categories: building
Tag: building_group_bg_light_industry_peasants_mortality_mult, Categories: building
Tag: building_group_bg_light_industry_peasants_standard_of_living_add, Categories: building
Tag: building_group_bg_light_industry_shopkeepers_fertility_mult, Categories: building
Tag: building_group_bg_light_industry_shopkeepers_mortality_mult, Categories: building
Tag: building_group_bg_light_industry_shopkeepers_standard_of_living_add, Categories: building
Tag: building_group_bg_light_industry_slaves_fertility_mult, Categories: building
Tag: building_group_bg_light_industry_slaves_mortality_mult, Categories: building
Tag: building_group_bg_light_industry_slaves_standard_of_living_add, Categories: building
Tag: building_group_bg_light_industry_soldiers_fertility_mult, Categories: building
Tag: building_group_bg_light_industry_soldiers_mortality_mult, Categories: building
Tag: building_group_bg_light_industry_soldiers_standard_of_living_add, Categories: building
Tag: building_group_bg_heavy_industry_throughput_add, Categories: building
Tag: building_group_bg_heavy_industry_unincorporated_throughput_add, Categories: building
Tag: building_group_bg_heavy_industry_fertility_mult, Categories: building
Tag: building_group_bg_heavy_industry_employee_mult, Categories: building
Tag: building_group_bg_heavy_industry_mortality_mult, Categories: building
Tag: building_group_bg_heavy_industry_tax_mult, Categories: building
Tag: building_group_bg_heavy_industry_standard_of_living_add, Categories: building
Tag: country_subsidies_bg_heavy_industry, Categories: country
Tag: building_group_bg_heavy_industry_academics_fertility_mult, Categories: building
Tag: building_group_bg_heavy_industry_academics_mortality_mult, Categories: building
Tag: building_group_bg_heavy_industry_academics_standard_of_living_add, Categories: building
Tag: building_group_bg_heavy_industry_aristocrats_fertility_mult, Categories: building
Tag: building_group_bg_heavy_industry_aristocrats_mortality_mult, Categories: building
Tag: building_group_bg_heavy_industry_aristocrats_standard_of_living_add, Categories: building
Tag: building_group_bg_heavy_industry_bureaucrats_fertility_mult, Categories: building
Tag: building_group_bg_heavy_industry_bureaucrats_mortality_mult, Categories: building
Tag: building_group_bg_heavy_industry_bureaucrats_standard_of_living_add, Categories: building
Tag: building_group_bg_heavy_industry_capitalists_fertility_mult, Categories: building
Tag: building_group_bg_heavy_industry_capitalists_mortality_mult, Categories: building
Tag: building_group_bg_heavy_industry_capitalists_standard_of_living_add, Categories: building
Tag: building_group_bg_heavy_industry_clergymen_fertility_mult, Categories: building
Tag: building_group_bg_heavy_industry_clergymen_mortality_mult, Categories: building
Tag: building_group_bg_heavy_industry_clergymen_standard_of_living_add, Categories: building
Tag: building_group_bg_heavy_industry_clerks_fertility_mult, Categories: building
Tag: building_group_bg_heavy_industry_clerks_mortality_mult, Categories: building
Tag: building_group_bg_heavy_industry_clerks_standard_of_living_add, Categories: building
Tag: building_group_bg_heavy_industry_engineers_fertility_mult, Categories: building
Tag: building_group_bg_heavy_industry_engineers_mortality_mult, Categories: building
Tag: building_group_bg_heavy_industry_engineers_standard_of_living_add, Categories: building
Tag: building_group_bg_heavy_industry_farmers_fertility_mult, Categories: building
Tag: building_group_bg_heavy_industry_farmers_mortality_mult, Categories: building
Tag: building_group_bg_heavy_industry_farmers_standard_of_living_add, Categories: building
Tag: building_group_bg_heavy_industry_laborers_fertility_mult, Categories: building
Tag: building_group_bg_heavy_industry_laborers_mortality_mult, Categories: building
Tag: building_group_bg_heavy_industry_laborers_standard_of_living_add, Categories: building
Tag: building_group_bg_heavy_industry_machinists_fertility_mult, Categories: building
Tag: building_group_bg_heavy_industry_machinists_mortality_mult, Categories: building
Tag: building_group_bg_heavy_industry_machinists_standard_of_living_add, Categories: building
Tag: building_group_bg_heavy_industry_officers_fertility_mult, Categories: building
Tag: building_group_bg_heavy_industry_officers_mortality_mult, Categories: building
Tag: building_group_bg_heavy_industry_officers_standard_of_living_add, Categories: building
Tag: building_group_bg_heavy_industry_peasants_fertility_mult, Categories: building
Tag: building_group_bg_heavy_industry_peasants_mortality_mult, Categories: building
Tag: building_group_bg_heavy_industry_peasants_standard_of_living_add, Categories: building
Tag: building_group_bg_heavy_industry_shopkeepers_fertility_mult, Categories: building
Tag: building_group_bg_heavy_industry_shopkeepers_mortality_mult, Categories: building
Tag: building_group_bg_heavy_industry_shopkeepers_standard_of_living_add, Categories: building
Tag: building_group_bg_heavy_industry_slaves_fertility_mult, Categories: building
Tag: building_group_bg_heavy_industry_slaves_mortality_mult, Categories: building
Tag: building_group_bg_heavy_industry_slaves_standard_of_living_add, Categories: building
Tag: building_group_bg_heavy_industry_soldiers_fertility_mult, Categories: building
Tag: building_group_bg_heavy_industry_soldiers_mortality_mult, Categories: building
Tag: building_group_bg_heavy_industry_soldiers_standard_of_living_add, Categories: building
Tag: building_group_bg_shipyards_throughput_add, Categories: building
Tag: building_group_bg_shipyards_unincorporated_throughput_add, Categories: building
Tag: building_group_bg_shipyards_fertility_mult, Categories: building
Tag: building_group_bg_shipyards_employee_mult, Categories: building
Tag: building_group_bg_shipyards_mortality_mult, Categories: building
Tag: building_group_bg_shipyards_tax_mult, Categories: building
Tag: building_group_bg_shipyards_standard_of_living_add, Categories: building
Tag: country_subsidies_bg_shipyards, Categories: country
Tag: building_group_bg_shipyards_academics_fertility_mult, Categories: building
Tag: building_group_bg_shipyards_academics_mortality_mult, Categories: building
Tag: building_group_bg_shipyards_academics_standard_of_living_add, Categories: building
Tag: building_group_bg_shipyards_aristocrats_fertility_mult, Categories: building
Tag: building_group_bg_shipyards_aristocrats_mortality_mult, Categories: building
Tag: building_group_bg_shipyards_aristocrats_standard_of_living_add, Categories: building
Tag: building_group_bg_shipyards_bureaucrats_fertility_mult, Categories: building
Tag: building_group_bg_shipyards_bureaucrats_mortality_mult, Categories: building
Tag: building_group_bg_shipyards_bureaucrats_standard_of_living_add, Categories: building
Tag: building_group_bg_shipyards_capitalists_fertility_mult, Categories: building
Tag: building_group_bg_shipyards_capitalists_mortality_mult, Categories: building
Tag: building_group_bg_shipyards_capitalists_standard_of_living_add, Categories: building
Tag: building_group_bg_shipyards_clergymen_fertility_mult, Categories: building
Tag: building_group_bg_shipyards_clergymen_mortality_mult, Categories: building
Tag: building_group_bg_shipyards_clergymen_standard_of_living_add, Categories: building
Tag: building_group_bg_shipyards_clerks_fertility_mult, Categories: building
Tag: building_group_bg_shipyards_clerks_mortality_mult, Categories: building
Tag: building_group_bg_shipyards_clerks_standard_of_living_add, Categories: building
Tag: building_group_bg_shipyards_engineers_fertility_mult, Categories: building
Tag: building_group_bg_shipyards_engineers_mortality_mult, Categories: building
Tag: building_group_bg_shipyards_engineers_standard_of_living_add, Categories: building
Tag: building_group_bg_shipyards_farmers_fertility_mult, Categories: building
Tag: building_group_bg_shipyards_farmers_mortality_mult, Categories: building
Tag: building_group_bg_shipyards_farmers_standard_of_living_add, Categories: building
Tag: building_group_bg_shipyards_laborers_fertility_mult, Categories: building
Tag: building_group_bg_shipyards_laborers_mortality_mult, Categories: building
Tag: building_group_bg_shipyards_laborers_standard_of_living_add, Categories: building
Tag: building_group_bg_shipyards_machinists_fertility_mult, Categories: building
Tag: building_group_bg_shipyards_machinists_mortality_mult, Categories: building
Tag: building_group_bg_shipyards_machinists_standard_of_living_add, Categories: building
Tag: building_group_bg_shipyards_officers_fertility_mult, Categories: building
Tag: building_group_bg_shipyards_officers_mortality_mult, Categories: building
Tag: building_group_bg_shipyards_officers_standard_of_living_add, Categories: building
Tag: building_group_bg_shipyards_peasants_fertility_mult, Categories: building
Tag: building_group_bg_shipyards_peasants_mortality_mult, Categories: building
Tag: building_group_bg_shipyards_peasants_standard_of_living_add, Categories: building
Tag: building_group_bg_shipyards_shopkeepers_fertility_mult, Categories: building
Tag: building_group_bg_shipyards_shopkeepers_mortality_mult, Categories: building
Tag: building_group_bg_shipyards_shopkeepers_standard_of_living_add, Categories: building
Tag: building_group_bg_shipyards_slaves_fertility_mult, Categories: building
Tag: building_group_bg_shipyards_slaves_mortality_mult, Categories: building
Tag: building_group_bg_shipyards_slaves_standard_of_living_add, Categories: building
Tag: building_group_bg_shipyards_soldiers_fertility_mult, Categories: building
Tag: building_group_bg_shipyards_soldiers_mortality_mult, Categories: building
Tag: building_group_bg_shipyards_soldiers_standard_of_living_add, Categories: building
Tag: building_group_bg_military_shipyards_throughput_add, Categories: building
Tag: building_group_bg_military_shipyards_unincorporated_throughput_add, Categories: building
Tag: building_group_bg_military_shipyards_fertility_mult, Categories: building
Tag: building_group_bg_military_shipyards_employee_mult, Categories: building
Tag: building_group_bg_military_shipyards_mortality_mult, Categories: building
Tag: building_group_bg_military_shipyards_tax_mult, Categories: building
Tag: building_group_bg_military_shipyards_standard_of_living_add, Categories: building
Tag: country_subsidies_bg_military_shipyards, Categories: country
Tag: building_group_bg_military_shipyards_academics_fertility_mult, Categories: building
Tag: building_group_bg_military_shipyards_academics_mortality_mult, Categories: building
Tag: building_group_bg_military_shipyards_academics_standard_of_living_add, Categories: building
Tag: building_group_bg_military_shipyards_aristocrats_fertility_mult, Categories: building
Tag: building_group_bg_military_shipyards_aristocrats_mortality_mult, Categories: building
Tag: building_group_bg_military_shipyards_aristocrats_standard_of_living_add, Categories: building
Tag: building_group_bg_military_shipyards_bureaucrats_fertility_mult, Categories: building
Tag: building_group_bg_military_shipyards_bureaucrats_mortality_mult, Categories: building
Tag: building_group_bg_military_shipyards_bureaucrats_standard_of_living_add, Categories: building
Tag: building_group_bg_military_shipyards_capitalists_fertility_mult, Categories: building
Tag: building_group_bg_military_shipyards_capitalists_mortality_mult, Categories: building
Tag: building_group_bg_military_shipyards_capitalists_standard_of_living_add, Categories: building
Tag: building_group_bg_military_shipyards_clergymen_fertility_mult, Categories: building
Tag: building_group_bg_military_shipyards_clergymen_mortality_mult, Categories: building
